chloramine,chromium,bacteria,viruses,perchlorate,silver
1.41,0.46,0.25,0.002,36.36,0.23
3.01,0.65,0.02,0.003,13.75,0.12
6.9,0.32,0.2,0.003,15.52,0.41
7.85,0.89,0.75,0.75,57.96,0.26
3.15,0.37,0.24,0.003,5.72,0.08
7.34,0.5,0.51,0.51,59.19,0.28
6.06,0.46,0.51,0.51,12.48,0.38
5.3,0.2,0.01,0.001,3.99,0.3
4.33,0.71,0.34,0.004,29.35,0.45
3.23,0.56,0.15,0.002,37.41,0.25
0.26,0.7,0.23,0.004,10.01,0.3
7.25,0.84,0.36,0.005,15.29,0.29
4.62,0.61,0.79,0.79,47.83,0.27
6.64,0.59,0.26,0.006,58.63,0.06
5.98,0.7,0.94,0.94,24.13,0.36
7.97,0.53,0.02,0.001,46.99,0.16
3.67,0.29,0.2,0.005,24.98,0.45
4.49,0.73,0.51,0.51,22.0,0.31
1.19,0.02,0.83,0.83,26.22,0.18
0.8,0.15,0.54,0.54,55.9,0.18
3.66,0.85,0.2,0.007,14.24,0.45
3.65,0.33,0.73,0.73,52.9,0.12
7.17,0.5,0.09,0.007,8.62,0.08
0.48,0.32,0.59,0.59,50.02,0.16
2.2,0.3,0.65,0.65,12.93,0.2
6.12,0.65,0.32,0.008,10.44,0.07
4.37,0.2,0.24,0.002,55.07,0.12
4.91,0.66,0.8,0.8,11.36,0.39
5.38,0.2,0.36,0.0,27.25,0.42
7.83,0.16,0.52,0.52,21.94,0.27
6.44,0.45,0.29,0.001,29.98,0.09
5.56,0.16,0.03,0.005,51.19,0.13
5.61,0.58,0.37,0.001,28.58,0.37
2.59,0.73,0.57,0.57,39.12,0.39
2.99,0.72,0.4,0.008,9.33,0.27
1.64,0.04,0.28,0.005,41.93,0.47
5.42,0.58,0.69,0.69,16.55,0.22
7.35,0.52,0.67,0.67,35.65,0.16
4.86,0.35,0.41,0.0,5.91,0.18
2.55,0.88,0.74,0.74,40.92,0.13
0.63,0.36,0.44,0.007,3.23,0.42
5.17,0.37,0.3,0.005,16.85,0.21
0.45,0.57,0.28,0.002,13.3,0.29
4.08,0.82,0.53,0.53,9.72,0.42
4.81,0.67,0.1,0.007,25.89,0.21
0.17,0.5,0.59,0.59,1.22,0.05
4.18,0.12,0.06,0.001,42.49,0.38
4.9,0.82,0.17,0.0,47.65,0.12
0.59,0.27,0.42,0.003,35.48,0.05
6.1,0.7,0.72,0.72,7.63,0.29
1.77,0.34,0.21,0.001,38.32,0.32
7.0,0.57,0.36,0.002,44.79,0.37
6.42,0.33,0.76,0.76,3.17,0.32
0.88,0.73,0.42,0.009,29.85,0.39
4.27,0.52,0.44,0.007,4.27,0.33
6.95,0.85,0.39,0.002,16.75,0.42
1.41,0.01,0.72,0.72,54.78,0.07
3.99,0.19,0.85,0.85,33.56,0.23
7.96,0.2,0.98,0.98,8.75,0.18
2.38,0.01,0.53,0.53,47.83,0.24
2.83,0.09,0.79,0.79,26.42,0.04
2.46,0.24,0.06,0.005,4.51,0.12
7.78,0.61,0.05,0.002,23.26,0.06
6.53,0.9,0.48,0.007,44.08,0.3
2.16,0.8,0.28,0.003,20.86,0.27
2.83,0.48,0.36,0.008,36.49,0.1
7.57,0.15,0.99,0.99,37.78,0.03
3.54,0.45,0.74,0.74,38.53,0.16
1.39,0.3,0.35,0.004,33.29,0.15
4.57,0.51,0.89,0.89,11.39,0.41
3.15,0.76,0.13,0.002,36.32,0.33
4.71,0.19,1.0,1.0,15.73,0.49
6.48,0.49,0.72,0.72,5.74,0.49
2.73,0.39,0.93,0.93,38.53,0.27
0.06,0.46,0.07,0.001,19.53,0.48
4.26,0.89,0.29,0.0,56.24,0.3
4.36,0.84,0.2,0.008,33.11,0.45
2.03,0.23,0.27,0.002,46.79,0.36
5.45,0.7,0.57,0.57,48.33,0.1
1.58,0.86,0.43,0.008,38.15,0.25
6.24,0.41,0.07,0.008,37.72,0.15
2.77,0.09,0.1,0.005,42.47,0.33
3.93,0.69,0.55,0.55,49.97,0.29
4.77,0.74,0.76,0.76,55.9,0.38
7.79,0.65,0.33,0.005,3.43,0.26
1.43,0.35,0.99,0.99,27.25,0.25
1.73,0.64,0.69,0.69,31.08,0.32
6.89,0.41,0.84,0.84,16.31,0.19
0.81,0.83,0.51,0.51,18.64,0.02
6.93,0.41,0.42,0.0,23.22,0.23
6.27,0.23,0.67,0.67,38.04,0.25
5.85,0.75,0.21,0.006,26.57,0.15
5.14,0.61,0.44,0.007,3.3,0.06
6.71,0.48,0.63,0.63,1.87,0.08
1.3,0.79,0.14,0.001,31.63,0.2
1.78,0.48,0.84,0.84,31.24,0.42
5.24,0.61,0.81,0.81,14.78,0.44
5.89,0.73,0.58,0.58,20.9,0.26
1.23,0.77,0.45,0.001,0.74,0.33
5.47,0.54,0.94,0.94,25.95,0.06
3.29,0.46,0.77,0.77,29.0,0.25
4.07,0.56,0.87,0.87,26.15,0.16
7.59,0.34,0.22,0.002,56.89,0.18
4.18,0.53,0.19,0.001,2.08,0.07
4.15,0.48,0.75,0.75,55.52,0.46
4.42,0.59,0.26,0.002,56.76,0.2
0.81,0.05,0.64,0.64,0.33,0.06
0.71,0.24,0.6,0.6,37.13,0.3
5.57,0.19,0.74,0.74,3.14,0.41
1.88,0.15,0.79,0.79,25.68,0.33
7.3,0.55,0.18,0.008,6.43,0.03
4.16,0.54,0.39,0.009,18.77,0.1
2.94,0.16,0.92,0.92,52.24,0.28
7.02,0.16,0.69,0.69,39.03,0.25
3.48,0.62,0.22,0.002,48.67,0.28
2.0,0.13,0.76,0.76,38.64,0.37
4.11,0.28,0.75,0.75,20.55,0.1
3.42,0.82,0.63,0.63,38.27,0.45
4.36,0.17,0.4,0.002,51.02,0.2
3.51,0.36,0.18,0.007,15.84,0.34
6.29,0.52,0.94,0.94,38.74,0.38
5.42,0.43,0.99,0.99,43.63,0.13
7.97,0.49,0.6,0.6,55.54,0.46
7.21,0.55,0.65,0.65,15.26,0.48
6.26,0.56,0.07,0.008,29.3,0.18
4.51,0.75,0.16,0.001,24.73,0.49
1.74,0.7,0.87,0.87,14.49,0.47
4.75,0.49,0.61,0.61,34.68,0.24
6.81,0.87,0.2,0.002,22.43,0.2
0.12,0.02,0.39,0.001,23.36,0.39
4.07,0.83,0.91,0.91,38.6,0.06
1.03,0.13,0.1,0.001,59.26,0.07
2.4,0.3,0.97,0.97,15.47,0.21
4.52,0.52,0.86,0.86,18.03,0.4
6.99,0.21,0.63,0.63,14.71,0.28
7.17,0.27,0.18,0.007,15.81,0.47
1.22,0.52,0.61,0.61,18.52,0.05
6.13,0.29,0.78,0.78,51.29,0.03
7.87,0.37,0.9,0.9,43.08,0.04
0.25,0.45,0.89,0.89,58.29,0.16
4.1,0.11,0.31,0.005,28.03,0.33
7.21,0.06,0.55,0.55,22.69,0.49
7.22,0.24,0.49,0.005,48.15,0.28
1.04,0.64,0.93,0.93,15.42,0.03
2.29,0.88,0.7,0.7,40.75,0.42
5.67,0.84,0.22,0.006,2.88,0.02
3.31,0.86,0.92,0.92,18.88,0.3
4.74,0.14,0.75,0.75,21.35,0.23
0.21,0.85,0.53,0.53,25.24,0.27
0.6,0.8,0.69,0.69,6.86,0.42
2.16,0.1,0.32,0.002,0.48,0.09
0.4,0.37,0.19,0.001,15.8,0.42
5.59,0.79,0.36,0.004,33.71,0.22
1.67,0.2,0.74,0.74,17.72,0.45
4.37,0.88,0.26,0.009,48.33,0.34
3.47,0.41,0.06,0.007,55.2,0.14
0.2,0.18,0.03,0.008,0.9,0.43
4.03,0.59,0.86,0.86,53.34,0.37
0.66,0.53,0.84,0.84,41.1,0.37
5.35,0.13,0.83,0.83,7.6,0.35
1.09,0.33,0.15,0.001,28.44,0.5
3.41,0.43,0.23,0.001,53.36,0.38
3.04,0.68,0.85,0.85,42.98,0.27
0.37,0.65,0.95,0.95,39.82,0.32
2.14,0.39,0.65,0.65,17.04,0.42
6.16,0.37,0.73,0.73,36.11,0.33
6.0,0.78,0.02,0.007,6.39,0.11
1.84,0.32,0.21,0.005,17.62,0.11
0.23,0.36,0.42,0.006,2.16,0.49
4.02,0.08,0.08,0.008,24.43,0.18
3.96,0.4,0.4,0.007,5.89,0.41
5.68,0.25,0.13,0.009,5.35,0.36
5.12,0.13,0.78,0.78,30.09,0.12
0.78,0.9,0.55,0.55,11.52,0.19
1.36,0.67,0.75,0.75,17.71,0.02
4.7,0.62,0.19,0.003,24.82,0.25
4.34,0.72,0.89,0.89,57.87,0.13
4.56,0.52,0.12,0.003,10.95,0.44
3.75,0.61,0.15,0.008,34.91,0.21
5.1,0.76,0.21,0.002,9.55,0.22
1.84,0.55,0.88,0.88,9.01,0.38
7.49,0.76,0.79,0.79,26.54,0.42
7.43,0.29,0.54,0.54,45.28,0.4
7.81,0.44,0.41,0.001,8.02,0.17
6.77,0.24,0.89,0.89,55.57,0.23
1.8,0.27,0.43,0.003,45.85,0.31
2.89,0.25,0.51,0.51,41.37,0.4
0.93,0.58,0.95,0.95,59.07,0.12
2.27,0.71,0.5,0.5,47.73,0.34
0.3,0.08,0.22,0.009,54.0,0.39
6.5,0.3,0.7,0.7,32.76,0.44
1.58,0.42,0.19,0.0,24.53,0.46
3.05,0.49,0.91,0.91,44.5,0.21
2.5,0.62,0.62,0.62,19.33,0.41
7.24,0.14,0.91,0.91,7.24,0.01
6.85,0.4,0.31,0.005,34.7,0.19
0.39,0.48,0.94,0.94,36.12,0.07
1.81,0.27,0.12,0.008,11.97,0.31
4.96,0.46,0.43,0.005,44.05,0.35
4.26,0.62,0.2,0.001,30.09,0.43
2.97,0.32,0.43,0.009,55.65,0.36
0.46,0.45,1.0,1.0,57.87,0.37
4.85,0.82,0.67,0.67,7.88,0.49
6.53,0.38,0.38,0.007,3.13,0.46
0.0,0.88,0.12,0.001,10.48,0.35
2.71,0.13,0.5,0.5,13.59,0.05
2.98,0.08,0.89,0.89,1.49,0.22
4.5,0.66,0.43,0.002,43.87,0.04
2.29,0.25,0.64,0.64,59.4,0.23
2.83,0.19,0.3,0.005,55.45,0.32
6.13,0.08,0.68,0.68,47.49,0.07
2.34,0.82,0.2,0.003,10.16,0.15
7.81,0.02,0.19,0.006,35.13,0.11
3.41,0.46,0.84,0.84,32.08,0.26
5.0,0.54,0.45,0.0,5.01,0.15
0.08,0.72,0.99,0.99,31.84,0.39
5.21,0.85,0.01,0.004,7.01,0.41
1.51,0.26,0.42,0.002,29.27,0.28
3.96,0.6,0.15,0.001,19.26,0.48
6.57,0.87,0.59,0.59,37.89,0.48
2.52,0.45,0.68,0.68,22.35,0.11
3.78,0.87,0.27,0.0,20.7,0.39
0.32,0.84,0.42,0.005,30.79,0.24
1.57,0.35,0.47,0.004,13.32,0.33
3.0,0.33,0.13,0.007,43.56,0.2
3.17,0.49,0.8,0.8,16.74,0.11
3.61,0.3,0.02,0.006,51.83,0.16
2.07,0.81,0.69,0.69,41.18,0.26
3.21,0.5,0.29,0.005,39.45,0.16
4.58,0.43,0.11,0.001,11.1,0.08
2.41,0.54,0.9,0.9,7.3,0.17
5.73,0.07,0.98,0.98,16.24,0.36
6.21,0.79,0.21,0.002,7.51,0.13
6.07,0.67,0.84,0.84,10.5,0.21
5.59,0.8,0.62,0.62,48.98,0.07
3.36,0.63,0.94,0.94,31.21,0.12
4.02,0.62,0.94,0.94,55.8,0.17
6.6,0.83,0.73,0.73,47.53,0.12
5.89,0.04,0.52,0.52,52.16,0.24
6.52,0.28,1.0,1.0,49.98,0.35
0.64,0.69,0.1,0.003,33.87,0.22
1.53,0.18,0.01,0.0,24.65,0.09
0.48,0.77,0.71,0.71,22.24,0.2
6.24,0.57,0.84,0.84,31.67,0.44
5.88,0.09,0.37,0.002,13.29,0.05
4.55,0.24,0.54,0.54,41.66,0.37
2.94,0.14,0.89,0.89,32.32,0.33
6.12,0.35,0.63,0.63,21.31,0.12
3.42,0.86,0.09,0.005,39.6,0.12
2.01,0.51,0.48,0.001,31.59,0.28
2.55,0.82,0.14,0.006,28.2,0.42
6.27,0.63,0.82,0.82,44.92,0.06
3.33,0.42,0.14,0.005,25.23,0.17
3.29,0.5,0.55,0.55,26.68,0.48
7.85,0.03,0.54,0.54,9.13,0.21
7.31,0.25,0.62,0.62,23.86,0.2
3.88,0.41,0.61,0.61,57.49,0.41
3.48,0.15,0.55,0.55,29.51,0.16
6.2,0.23,0.13,0.008,11.3,0.08
7.99,0.14,0.64,0.64,28.26,0.08
2.12,0.0,0.83,0.83,3.98,0.18
3.51,0.86,0.89,0.89,44.28,0.49
6.86,0.81,0.89,0.89,3.38,0.41
6.7,0.62,0.02,0.006,54.14,0.42
4.84,0.04,0.14,0.006,31.08,0.05
4.77,0.19,0.97,0.97,28.76,0.1
4.93,0.42,0.42,0.005,50.59,0.37
0.1,0.31,0.41,0.008,8.0,0.27
7.12,0.49,0.94,0.94,44.82,0.13
5.42,0.65,0.56,0.56,9.66,0.41
4.54,0.1,0.74,0.74,1.95,0.18
4.43,0.5,0.97,0.97,9.82,0.23
7.12,0.25,0.74,0.74,4.14,0.22
3.28,0.57,0.82,0.82,34.24,0.35
0.73,0.78,0.59,0.59,1.35,0.03
2.8,0.15,0.31,0.009,19.72,0.04
0.5,0.17,0.27,0.002,33.5,0.34
2.51,0.11,0.15,0.009,18.38,0.21
3.1,0.69,0.29,0.0,17.89,0.25
1.11,0.11,0.5,0.5,32.4,0.42
5.9,0.72,0.84,0.84,32.75,0.14
1.4,0.29,0.67,0.67,28.45,0.31
6.5,0.21,0.01,0.007,14.92,0.21
5.33,0.57,0.36,0.005,36.9,0.09
1.56,0.48,0.19,0.0,52.76,0.04
7.78,0.85,0.38,0.006,16.17,0.4
6.68,0.63,0.43,0.009,1.7,0.32
5.21,0.83,0.47,0.007,1.56,0.41
3.65,0.2,0.94,0.94,45.83,0.05
5.17,0.37,0.49,0.001,31.78,0.5
3.3,0.87,0.94,0.94,27.63,0.27
6.53,0.64,0.1,0.002,56.82,0.36
5.33,0.44,0.56,0.56,58.18,0.1
3.37,0.11,0.26,0.005,54.7,0.42
2.97,0.3,0.78,0.78,51.47,0.4
2.37,0.17,0.28,0.002,10.93,0.28
3.01,0.65,0.02,0.008,23.72,0.32
2.03,0.59,0.66,0.66,54.13,0.08
3.16,0.32,0.41,0.002,30.05,0.29
1.33,0.12,0.29,0.009,31.89,0.4
4.54,0.16,0.52,0.52,11.83,0.34
5.71,0.03,0.73,0.73,48.29,0.12
4.24,0.02,0.22,0.009,7.69,0.18
1.16,0.71,0.99,0.99,40.72,0.24
7.48,0.07,0.46,0.002,52.24,0.23
4.63,0.56,0.82,0.82,22.03,0.45
7.86,0.07,0.59,0.59,10.49,0.07
0.96,0.56,0.43,0.006,44.62,0.05
6.78,0.37,0.13,0.004,13.14,0.47
0.34,0.76,0.65,0.65,20.36,0.36
6.07,0.28,0.54,0.54,29.0,0.37
2.19,0.05,1.0,1.0,23.22,0.1
2.35,0.01,0.76,0.76,28.46,0.4
7.22,0.36,0.71,0.71,30.0,0.31
5.23,0.84,0.72,0.72,9.06,0.4
4.24,0.45,0.97,0.97,25.84,0.42
6.1,0.39,0.88,0.88,44.2,0.03
6.23,0.84,0.07,0.008,12.9,0.21
7.08,0.62,0.84,0.84,37.96,0.15
5.69,0.89,0.45,0.008,33.83,0.26
4.39,0.19,0.08,0.001,7.82,0.14
5.65,0.69,0.35,0.003,39.06,0.4
6.26,0.73,0.88,0.88,1.88,0.09
7.54,0.76,0.8,0.8,19.46,0.13
2.37,0.11,0.93,0.93,54.96,0.22
3.33,0.55,0.75,0.75,16.35,0.25
7.86,0.49,0.78,0.78,55.58,0.36
6.32,0.58,0.46,0.002,2.87,0.33
6.83,0.2,0.06,0.001,16.47,0.06
5.67,0.64,0.42,0.008,26.12,0.03
2.03,0.82,0.77,0.77,14.67,0.03
1.82,0.06,0.97,0.97,4.79,0.23
6.25,0.32,0.35,0.007,15.09,0.39
3.64,0.43,0.74,0.74,25.9,0.47
2.92,0.41,0.17,0.0,4.79,0.45
3.07,0.65,0.97,0.97,48.01,0.15
7.52,0.03,0.26,0.005,19.77,0.26
1.39,0.74,0.09,0.0,11.39,0.43
6.92,0.61,0.13,0.001,25.83,0.08
0.5,0.52,0.42,0.004,21.38,0.28
6.36,0.35,0.73,0.73,9.56,0.17
7.89,0.55,0.99,0.99,49.62,0.31
3.53,0.4,0.57,0.57,22.88,0.31
6.5,0.09,0.5,0.5,32.6,0.05
7.05,0.25,0.93,0.93,34.98,0.18
2.77,0.24,0.38,0.005,13.88,0.47
1.9,0.79,0.7,0.7,41.91,0.34
1.49,0.15,0.51,0.51,36.15,0.48
0.7,0.17,0.52,0.52,2.72,0.22
4.16,0.57,0.78,0.78,35.93,0.44
4.18,0.6,0.18,0.006,40.77,0.22
6.81,0.34,0.32,0.007,27.84,0.17
3.82,0.75,0.49,0.008,42.42,0.03
3.08,0.28,0.74,0.74,28.19,0.22
1.13,0.76,0.92,0.92,44.45,0.33
6.62,0.06,0.51,0.51,50.55,0.09
7.24,0.33,0.76,0.76,43.93,0.35
4.74,0.15,0.74,0.74,30.91,0.11
4.35,0.31,0.97,0.97,57.43,0.39
5.71,0.3,0.41,0.004,16.54,0.29
5.59,0.85,0.26,0.004,47.28,0.17
0.17,0.46,0.92,0.92,10.45,0.01
4.93,0.71,0.86,0.86,4.8,0.21
6.28,0.57,0.06,0.005,51.03,0.28
6.58,0.89,0.0,0.001,21.68,0.33
3.98,0.38,0.44,0.004,26.53,0.11
5.99,0.15,0.72,0.72,48.57,0.34
1.57,0.12,0.43,0.0,49.24,0.2
5.47,0.72,0.24,0.004,51.38,0.45
1.39,0.68,0.11,0.003,14.49,0.04
1.33,0.16,0.52,0.52,49.83,0.41
2.32,0.25,0.62,0.62,16.41,0.13
7.15,0.13,0.11,0.001,14.45,0.03
2.7,0.31,0.46,0.006,36.42,0.3
6.79,0.05,0.42,0.009,18.48,0.31
1.62,0.88,0.37,0.003,46.12,0.2
0.51,0.4,0.44,0.008,32.51,0.43
1.55,0.86,0.61,0.61,25.03,0.2
7.92,0.51,0.35,0.004,57.17,0.11
6.56,0.84,0.38,0.008,26.65,0.18
5.68,0.28,0.7,0.7,8.04,0.47
3.18,0.51,0.84,0.84,48.72,0.5
5.76,0.6,0.51,0.51,57.99,0.24
3.02,0.87,0.59,0.59,15.84,0.49
2.38,0.22,0.3,0.003,41.36,0.33
3.21,0.02,0.32,0.005,22.42,0.06
6.58,0.01,0.62,0.62,22.12,0.24
6.14,0.36,0.38,0.005,16.61,0.24
2.28,0.1,0.16,0.003,43.88,0.08
3.11,0.83,0.89,0.89,23.36,0.41
4.05,0.87,0.71,0.71,24.25,0.06
0.94,0.79,0.99,0.99,17.84,0.44
1.65,0.25,0.69,0.69,15.13,0.01
4.62,0.77,0.59,0.59,32.54,0.1
6.69,0.43,0.29,0.008,25.05,0.16
7.74,0.7,0.64,0.64,18.56,0.41
4.59,0.54,0.58,0.58,25.36,0.11
0.95,0.53,0.93,0.93,25.8,0.34
0.71,0.28,0.93,0.93,52.49,0.14
1.45,0.88,0.84,0.84,14.95,0.42
7.17,0.24,0.2,0.001,6.99,0.37
1.41,0.19,0.98,0.98,5.85,0.16
6.1,0.2,0.48,0.003,22.66,0.0
5.79,0.12,0.6,0.6,36.39,0.39
5.11,0.07,0.19,0.004,58.07,0.36
6.76,0.3,0.54,0.54,24.1,0.26
3.07,0.05,0.41,0.0,34.01,0.17
3.76,0.31,0.51,0.51,36.76,0.31
3.03,0.1,0.85,0.85,41.5,0.28
0.8,0.06,0.95,0.95,51.8,0.46
6.97,0.88,0.82,0.82,38.55,0.37
0.14,0.44,0.27,0.004,9.71,0.34
5.1,0.86,0.62,0.62,1.19,0.43
0.4,0.16,0.91,0.91,15.45,0.08
1.11,0.54,0.55,0.55,21.2,0.0
3.33,0.67,0.65,0.65,11.27,0.11
6.13,0.83,0.54,0.54,57.33,0.4
5.28,0.51,0.89,0.89,49.23,0.36
4.4,0.71,0.02,0.006,50.17,0.44
6.09,0.04,0.48,0.006,13.01,0.1
2.56,0.49,0.27,0.003,2.55,0.49
6.35,0.8,0.79,0.79,53.87,0.01
5.6,0.64,0.56,0.56,12.64,0.34
4.14,0.35,0.9,0.9,12.17,0.11
6.44,0.88,0.0,0.003,58.15,0.46
4.47,0.43,0.29,0.002,34.44,0.05
5.21,0.74,0.53,0.53,39.63,0.44
1.1,0.81,0.15,0.008,13.7,0.49
2.56,0.44,0.19,0.001,3.18,0.5
4.05,0.32,0.01,0.004,46.81,0.03
6.43,0.19,1.0,1.0,41.53,0.22
6.3,0.06,0.63,0.63,21.0,0.37
7.34,0.19,0.46,0.002,31.54,0.12
1.07,0.54,0.04,0.007,12.23,0.23
3.09,0.52,0.16,0.005,19.88,0.17
2.62,0.07,0.72,0.72,33.37,0.47
5.98,0.36,0.34,0.004,43.75,0.44
5.29,0.08,0.77,0.77,46.8,0.48
0.57,0.88,0.62,0.62,33.36,0.46
7.49,0.48,0.36,0.005,15.5,0.39
7.37,0.89,0.98,0.98,13.04,0.02
1.03,0.56,0.01,0.008,6.02,0.19
7.72,0.04,0.52,0.52,16.15,0.2
2.25,0.2,0.68,0.68,2.61,0.08
6.24,0.59,0.57,0.57,40.0,0.11
5.64,0.29,0.74,0.74,41.33,0.49
0.83,0.54,0.82,0.82,46.0,0.27
0.11,0.68,0.83,0.83,13.79,0.18
3.84,0.44,0.38,0.009,37.48,0.13
5.66,0.34,0.81,0.81,21.86,0.04
4.79,0.13,0.0,0.008,40.67,0.1
1.82,0.14,0.61,0.61,10.56,0.45
5.54,0.32,0.16,0.007,12.85,0.47
2.88,0.82,0.45,0.009,49.56,0.38
5.33,0.16,0.87,0.87,56.14,0.24
2.92,0.09,0.11,0.003,0.77,0.29
1.02,0.29,0.74,0.74,26.8,0.19
0.65,0.04,0.8,0.8,34.59,0.23
1.13,0.41,0.6,0.6,55.81,0.39
1.77,0.7,0.29,0.002,27.97,0.21
2.14,0.08,0.7,0.7,2.59,0.3
1.45,0.01,0.96,0.96,34.36,0.23
1.51,0.12,0.37,0.002,27.45,0.19
2.54,0.42,0.04,0.007,18.24,0.45
1.58,0.45,0.3,0.008,7.93,0.04
6.47,0.39,0.68,0.68,32.48,0.18
7.4,0.89,0.75,0.75,46.91,0.24
6.34,0.11,0.07,0.001,29.22,0.35
1.36,0.08,0.68,0.68,9.83,0.07
1.35,0.57,0.11,0.0,24.43,0.05
5.83,0.7,0.61,0.61,28.19,0.38
5.42,0.76,0.09,0.005,30.22,0.02
7.85,0.06,0.93,0.93,41.23,0.09
4.96,0.66,0.15,0.008,12.48,0.42
4.9,0.59,0.76,0.76,35.64,0.27
7.18,0.11,0.38,0.003,6.7,0.38
5.87,0.57,0.33,0.006,26.27,0.11
1.99,0.25,0.34,0.005,27.44,0.04
0.51,0.08,0.41,0.006,22.13,0.41
4.47,0.6,0.15,0.005,15.06,0.29
2.57,0.72,0.44,0.007,51.58,0.49
7.93,0.29,0.64,0.64,2.64,0.03
3.83,0.04,0.72,0.72,13.93,0.11
5.01,0.14,0.2,0.005,48.94,0.36
1.96,0.71,0.11,0.005,14.97,0.13
6.98,0.1,0.54,0.54,48.66,0.09
6.26,0.58,0.52,0.52,10.24,0.47
1.18,0.26,0.57,0.57,39.38,0.34
5.24,0.39,0.76,0.76,36.55,0.35
4.79,0.04,0.32,0.0,11.52,0.36
5.58,0.82,0.84,0.84,59.68,0.07
3.7,0.34,0.49,0.003,19.19,0.21
3.52,0.05,0.78,0.78,41.88,0.48
6.25,0.65,0.1,0.005,4.4,0.43
4.57,0.63,0.81,0.81,36.55,0.18
4.37,0.38,0.22,0.005,12.7,0.33
5.41,0.61,0.49,0.007,46.83,0.21
2.81,0.46,0.9,0.9,44.67,0.26
7.66,0.62,0.13,0.009,7.51,0.2
3.27,0.77,0.97,0.97,47.39,0.5
0.26,0.77,0.46,0.007,16.91,0.07
1.9,0.7,0.66,0.66,34.35,0.16
3.49,0.89,0.69,0.69,18.51,0.36
3.35,0.36,0.5,0.5,38.44,0.24
4.98,0.36,0.59,0.59,37.35,0.37
7.55,0.8,0.34,0.007,44.98,0.09
0.41,0.36,0.34,0.004,1.01,0.19
0.38,0.47,0.98,0.98,32.92,0.46
4.49,0.08,0.17,0.001,7.0,0.19
3.37,0.09,0.39,0.002,23.89,0.41
7.67,0.27,0.89,0.89,0.07,0.13
4.97,0.13,0.68,0.68,11.12,0.26
6.39,0.01,0.77,0.77,21.71,0.06
1.79,0.88,0.58,0.58,30.27,0.29
4.86,0.41,0.07,0.008,46.47,0.16
7.57,0.78,0.23,0.004,49.76,0.21
5.42,0.31,0.8,0.8,0.13,0.07
5.18,0.82,0.04,0.0,12.71,0.23
2.47,0.28,0.7,0.7,24.83,0.37
6.12,0.89,0.72,0.72,12.21,0.49
4.08,0.03,0.6,0.6,43.79,0.21
6.82,0.54,0.23,0.008,34.55,0.31
4.13,0.1,0.93,0.93,28.73,0.13
2.34,0.79,0.81,0.81,40.75,0.49
5.24,0.42,0.13,0.002,46.97,0.46
1.89,0.79,0.67,0.67,28.21,0.14
0.65,0.18,0.08,0.006,30.95,0.42
1.36,0.42,0.44,0.003,53.92,0.34
6.6,0.72,0.84,0.84,33.77,0.01
1.87,0.18,0.95,0.95,22.73,0.02
1.78,0.26,0.69,0.69,42.56,0.48
1.99,0.52,0.05,0.008,57.0,0.04
7.42,0.23,0.88,0.88,15.32,0.35
4.27,0.38,0.63,0.63,16.62,0.3
4.8,0.44,0.95,0.95,45.25,0.19
2.96,0.33,0.28,0.001,22.59,0.2
1.87,0.87,0.13,0.007,22.62,0.24
0.21,0.2,0.61,0.61,48.37,0.04
4.4,0.53,0.49,0.001,8.76,0.43
6.9,0.42,0.64,0.64,26.43,0.3
4.01,0.78,0.63,0.63,38.03,0.05
2.28,0.89,0.75,0.75,37.7,0.15
7.78,0.88,0.04,0.007,14.42,0.44
7.93,0.51,0.22,0.001,55.72,0.04
0.24,0.27,0.6,0.6,44.91,0.29
3.53,0.66,0.82,0.82,4.46,0.13
3.16,0.07,0.61,0.61,5.54,0.06
4.0,0.71,0.45,0.006,46.27,0.03
5.06,0.84,0.4,0.001,46.47,0.13
1.19,0.47,0.92,0.92,43.04,0.06
4.06,0.37,0.22,0.002,0.8,0.37
4.18,0.41,0.05,0.004,4.06,0.01
5.04,0.28,0.65,0.65,51.0,0.12
3.23,0.55,0.08,0.001,49.41,0.5
7.63,0.21,0.04,0.001,48.48,0.47
0.63,0.66,0.26,0.006,6.85,0.13
0.46,0.58,0.35,0.002,28.11,0.25
2.35,0.02,0.38,0.007,16.34,0.42
5.09,0.05,0.43,0.006,23.76,0.07
3.9,0.27,0.92,0.92,28.9,0.12
7.06,0.4,0.49,0.003,52.36,0.31
7.43,0.66,0.62,0.62,30.52,0.06
0.32,0.47,0.22,0.004,46.03,0.2
3.7,0.62,0.11,0.001,16.09,0.45
3.53,0.13,0.62,0.62,2.35,0.42
3.03,0.36,0.26,0.006,48.83,0.13
6.71,0.16,0.43,0.007,55.11,0.39
6.06,0.85,0.07,0.007,58.17,0.18
5.43,0.53,0.63,0.63,38.71,0.27
6.15,0.22,0.22,0.008,21.54,0.35
7.64,0.04,0.8,0.8,57.11,0.48
1.01,0.73,0.22,0.0,31.48,0.24
3.35,0.19,0.67,0.67,46.32,0.35
3.02,0.02,0.21,0.007,10.49,0.07
0.26,0.03,0.46,0.007,53.64,0.2
3.15,0.52,0.02,0.004,35.99,0.07
4.43,0.29,0.16,0.009,11.36,0.07
5.29,0.58,0.73,0.73,37.23,0.29
5.19,0.18,0.89,0.89,50.99,0.21
5.31,0.07,0.14,0.008,52.66,0.13
5.61,0.09,0.47,0.008,20.38,0.19
2.94,0.73,0.25,0.005,47.09,0.35
